"s"
"pA"
"mV"
0	-65.6218	-70.99654
0.00025	-65.6218	-70.99654
0.0005	-65.6218	-71.02779
0.00075	-65.6218	-70.99654
0.001	-65.6218	-71.02779
0.00125	-65.6218	-71.02779
0.0015	-71.87149	-70.99654
0.00175	-68.74664	-71.02779
0.002	-71.87149	-70.99654
0.00225	-65.6218	-70.99654
0.0025	-68.74664	-70.99654
0.00275	-71.87149	-70.96529
0.003	-65.6218	-70.96529
0.00325	-71.87149	-71.02779
0.0035	-71.87149	-70.99654
0.00375	-65.6218	-70.90279
0.004	-71.87149	-70.93404
0.00425	-71.87149	-70.90279
0.0045	-68.74664	-70.96529
0.00475	-68.74664	-70.90279
0.005	-68.74664	-70.96529
0.00525	-65.6218	-70.93404
0.0055	-65.6218	-70.96529
0.00575	-68.74664	-70.93404
0.006	-71.87149	-70.87154
0.00625	-68.74664	-70.90279
0.0065	-65.6218	-70.90279
0.00675	-65.6218	-70.87154
0.007	-65.6218	-70.93404
0.00725	-65.6218	-70.90279
0.0075	-65.6218	-70.93404
0.00775	-68.74664	-70.93404
0.008	-65.6218	-70.93404
0.00825	-65.6218	-70.93404
0.0085	-71.87149	-70.96529
0.00875	-68.74664	-70.93404
0.009	-65.6218	-70.96529
0.00925	-62.49695	-70.90279
0.0095	-65.6218	-70.87154
0.00975	-65.6218	-70.93404
0.01	-65.6218	-70.90279
0.01025	-65.6218	-70.90279
0.0105	-65.6218	-70.90279
0.01075	-71.87149	-70.96529
0.011	-65.6218	-70.87154
0.01125	-68.74664	-70.90279
0.0115	-65.6218	-70.96529
0.01175	-68.74664	-70.93404
0.012	-71.87149	-70.84029
0.01225	-65.6218	-70.90279
0.0125	-71.87149	-70.87154
0.01275	-71.87149	-70.87154
0.013	-65.6218	-70.93404
0.01325	-62.49695	-70.84029
0.0135	-65.6218	-70.84029
0.01375	-68.74664	-70.90279
0.014	-62.49695	-70.87154
0.01425	-65.6218	-70.84029
0.0145	-62.49695	-70.87154
0.01475	-68.74664	-70.80904
0.015	-68.74664	-70.80904
0.01525	-68.74664	-70.87154
0.0155	-65.6218	-70.87154
0.01575	-68.74664	-70.87154
0.016	-65.6218	-70.84029
0.01625	-56.24725	-70.74654
0.0165	-68.74664	-70.90279
0.01675	-71.87149	-70.84029
0.017	-65.6218	-70.84029
0.01725	-65.6218	-70.84029
0.0175	-65.6218	-70.77779
0.01775	-59.3721	-70.80904
0.018	-62.49695	-70.77779
0.01825	-65.6218	-70.77779
0.0185	-65.6218	-70.77779
0.01875	-65.6218	-70.80904
0.019	-62.49695	-70.74654
0.01925	-68.74664	-70.6528
0.0195	-65.6218	-70.68404
0.01975	-68.74664	-70.71529
0.02	-68.74664	-70.68404
0.02025	-65.6218	-70.74654
0.0205	-65.6218	-70.74654
0.02075	-71.87149	-70.80904
0.021	-68.74664	-70.68404
0.02125	-65.6218	-70.68404
0.0215	-68.74664	-70.6528
0.02175	-65.6218	-70.71529
0.022	-68.74664	-70.71529
0.02225	-68.74664	-70.77779
0.0225	-68.74664	-70.6528
0.02275	-65.6218	-70.77779
0.023	-68.74664	-70.77779
0.02325	-65.6218	-70.6528
0.0235	-68.74664	-70.71529
0.02375	-65.6218	-70.68404
0.024	-68.74664	-70.71529
0.02425	-68.74664	-70.71529
0.0245	-65.6218	-70.71529
0.02475	-59.3721	-70.68404
0.025	-65.6218	-70.74654
0.02525	-68.74664	-70.6528
