"s"
"pA"
"mV"
0	18.74908	-70.52781
0.00025	18.74908	-70.62155
0.0005	21.87393	-70.62155
0.00075	24.99878	-70.55906
0.001	24.99878	-70.6528
0.00125	24.99878	-70.52781
0.0015	24.99878	-70.68404
0.00175	15.62424	-70.5903
0.002	18.74908	-70.55906
0.00225	28.12363	-70.52781
0.0025	12.49939	-70.55906
0.00275	18.74908	-70.5903
0.003	21.87393	-70.55906
0.00325	24.99878	-70.62155
0.0035	24.99878	-70.62155
0.00375	15.62424	-70.68404
0.004	28.12363	-70.62155
0.00425	15.62424	-70.55906
0.0045	21.87393	-70.55906
0.00475	21.87393	-70.55906
0.005	21.87393	-70.55906
0.00525	24.99878	-70.62155
0.0055	18.74908	-70.55906
0.00575	18.74908	-70.52781
0.006	15.62424	-70.5903
0.00625	21.87393	-70.5903
0.0065	18.74908	-70.49656
0.00675	28.12363	-70.52781
0.007	18.74908	-70.49656
0.00725	15.62424	-70.49656
0.0075	21.87393	-70.49656
0.00775	21.87393	-70.46531
0.008	18.74908	-70.46531
0.00825	21.87393	-70.46531
0.0085	28.12363	-70.43406
0.00875	15.62424	-70.43406
0.009	15.62424	-70.46531
0.00925	24.99878	-70.40282
0.0095	18.74908	-70.46531
0.00975	18.74908	-70.43406
0.01	24.99878	-70.49656
0.01025	24.99878	-70.43406
0.0105	18.74908	-70.40282
0.01075	24.99878	-70.43406
0.011	24.99878	-70.43406
0.01125	18.74908	-70.49656
0.0115	21.87393	-70.43406
0.01175	28.12363	-70.43406
0.012	18.74908	-70.40282
0.01225	15.62424	-70.46531
0.0125	18.74908	-70.43406
0.01275	15.62424	-70.40282
0.013	24.99878	-70.43406
0.01325	18.74908	-70.37157
0.0135	24.99878	-70.43406
0.01375	24.99878	-70.46531
0.014	15.62424	-70.52781
0.01425	21.87393	-70.43406
0.0145	18.74908	-70.43406
0.01475	21.87393	-70.43406
0.015	21.87393	-70.43406
0.01525	15.62424	-70.46531
0.0155	18.74908	-70.46531
0.01575	24.99878	-70.49656
0.016	18.74908	-70.46531
0.01625	18.74908	-70.52781
0.0165	15.62424	-70.46531
0.01675	21.87393	-70.43406
0.017	18.74908	-70.46531
0.01725	15.62424	-70.49656
0.0175	21.87393	-70.46531
0.01775	21.87393	-70.49656
0.018	18.74908	-70.46531
0.01825	24.99878	-70.49656
0.0185	12.49939	-70.46531
0.01875	24.99878	-70.46531
0.019	24.99878	-70.52781
0.01925	18.74908	-70.49656
0.0195	15.62424	-70.46531
0.01975	24.99878	-70.46531
